Key_concept,Related_concept,Term,Article_url,Sentence,Author,Label,Annotation,,,Annotation,Annotation
buddhism,buddhism,buddhism,https://en.wikipedia.org/wiki?curid=21818617,"the foundation program is described by steven heine in buddhism in the modern world : adaptations of an ancient tradition : the new kadampa tradition 's teacher training program is a rigorous multilayered educational study program of buddha 's teachings of sutra and tantra presented in accordance with the tradition of the tibetan master je tsongkhapa ( ad 1357-1419 ) , designed for those training as buddhist teachers .",Je Tsongkhapa,P,p,,,,p
facebook,facebook,facebook,https://en.wikipedia.org/wiki?curid=30387921,"it was reported that mark zuckerberg believes that facebook can address the problem through its proprietary ai technology , which initially focused on greater facial recognition capability and better ad targeting .",Mark Zuckerberg,P,p,,,,p
islam,islam,islam,https://en.wikipedia.org/wiki?curid=11472470,"imam muhammad bin islam shah was born in uchh sharif in 834/1430 , and was the younger son of pir hasan kabiruddin .",Imam,P,others,,,,others
buddhism,buddhism,buddhists,https://en.wikipedia.org/wiki?curid=56307580,"almost all marathi buddhists belong to the navayana tradition , a 19th and 20th-century buddhist revival movement in india that received its most substantial impetus from b. r. ambedkar who called for the conversion of dalits to buddhism to escape a caste-based society that considered dalits to be the lowest in the hierarchy .",B. R. Ambedkar,P,p,,,,p
socialism,marxism,marxist,https://en.wikipedia.org/wiki?curid=2815117,"while the majority of his writings forcefully argue the correctness of finer points in the works of karl marx , his most widely remembered personal contribution to marxist theory was the falsified consciousness position .",Karl Marx,P,p,,,,p
mining,mining,mining,https://en.wikipedia.org/wiki?curid=28690746,"the arrival of moses austin to potosi , formally mine à breton , brought the establishment of serious mining operations into missouri in 1797 and the accelerated growth of the francophone community in the area .",Moses Austin,P,p,,,,p
evolution,evolution,evolution,https://en.wikipedia.org/wiki?curid=34354998,"research symons disagreed with the favorable views of the evolution of human sexuality expressed by the biologists e. o. wilson and george c. williams , and the then president of the american anthropological association , calling the work impoverished .",E. O. Wilson,P,p,,,,p
islam,islam,islam,https://en.wikipedia.org/wiki?curid=37790924,"a bengali adaptation of this tune known as tri-bhuboner priyo muhammad and shukno patar nupur paye in 1950s was composed by the bengali poet kazi nazrul islam , who is also considered as the national poet of bangladesh .",Kazi Nazrul Islam,P,others,,,,others
intelligent design,intelligent design,intelligent design,https://en.wikipedia.org/wiki?curid=11401409,"the primary message of the campaign was : the term gained exposure when the institute was widely quoted in the press in 2005 after president bush publicly spoke in favor of teaching intelligent design alongside evolution as a competing theory and institute fellow john g. west responded with a statement framing the issue as a matter of free speech : president bush  is to be commended for defending free speech on evolution , and supporting the right of students to hear about different scientific views about evolution .",John G. West,P,others,,,,others
feminism,feminism,feminism,https://en.wikipedia.org/wiki?curid=19669395,british feminist scholar juliet mitchell also became engaged in the work of british feminist scholar juliet mitchell and gave seminars on british feminist scholar juliet mitchell  book psychoanalysis and feminism while pursuing an mlitt from the university of paris-viii on a french government scholarship between 1976 and 1978 .,Juliet Mitchell,P,p,,,,p
lgbt,lgbt,gay,https://en.wikipedia.org/wiki?curid=19344632,"however , in june 2009 , conservative party member david cameron       , formally apologised for conservative party member david cameron party 's introduction of the law , stating that it was a mistake and had been offensive to gay people .",David Cameron,P,p,,,,p
islam,islam,islam,https://en.wikipedia.org/wiki?curid=3377925,twelver shī ‘ a believe that al-mahdī was born in 869 and did not die but rather was hidden by god ( the twelfth imam of twelver shia islam is referred to as the occultation ) and will later emerge with isa ( jesus ) in order to fulfill their mission of bringing peace and justice to the world .,Imam,P,others,,,,others
islam,islam,islam,https://en.wikipedia.org/wiki?curid=49001,"on march 26 , 1964 , as the civil rights act was facing stiff opposition in congress , malcolm x ( el-hajj malik el-shabazz ) , national representative of the nation of islam had a public meeting with martin luther king jr. at the capitol .",Malcolm X,P,p,,,,p
anarchism,anarchism,anarchist,https://en.wikipedia.org/wiki?curid=356215,"while in prison , kōtoku , now an avowed anarchist , encouraged him to research the work of mikhail bakunin and peter kropotkin .",Mikhail Bakunin,P,others,,,,others
facebook,facebook,facebook,https://en.wikipedia.org/wiki?curid=728093,"in october 2018 it was announced clegg had been hired as a lobbyist and public relations officer in clegg role as vice-president , global affairs and communications at facebook , replacing elliot schrage .",Elliot Schrage,P,,,,,
islam,islam,islam,https://en.wikipedia.org/wiki?curid=159987,"the prophet abraham , in the belief of islam , was instrumental in cleansing the world of idolatry at the time .",Abraham,P,others,,,,others
socialism,communism,communists,https://en.wikipedia.org/wiki?curid=69847,"by this point , the marshal pietro badoglio government was so unpopular with the italian people that convinced umberto was willing to accept the support of any party with a mass following , even the communists .",Pietro Badoglio,C,others,,,,others
prohibition,prohibition,prohibition,https://en.wikipedia.org/wiki?curid=3842730,"prohibition agent eliot ness confronts crime kingpin al capone and crime kingpin al capone men over the killings , but crime kingpin al capone intervenes to save crime kingpin al capone from being killed and urges prohibition agent eliot ness to persuade the district attorney not to dismiss the charges against crime kingpin al capone .",Al Capone,C,others,,,,others
lgbt,lgbt,lgbt,https://en.wikipedia.org/wiki?curid=53035974,"on october 26 , 2015 , lgbt civil rights organization lambda legal filed a federal discrimination lawsuit against the united states department of state for denying navy veteran dana zzyym , associate director of intersex campaign for equality , a passport because they are , and identify as , neither male nor female .",Dana Zzyym,P,p,,,,p
lgbt,lgbt,transgender,https://en.wikipedia.org/wiki?curid=1164199,"at launch , the action fund endorsed three transgender candidates for public office : phillipe cunningham and andrea jenkins , who are running for seats on the minneapolis city council , and danica roem , who is running for the 13th district seat in virginia 's house of delegates .",Andrea Jenkins,P,p,,,,p
scientology,scientology,church of scientology,https://en.wikipedia.org/wiki?curid=52212732,"the church of scientology was extremely critical of the american actress leah remini and the show and established a website attacking the show , its presenters and many of the interviewees .",Leah Remini,C,others,,,,others
islam,islam,islam,https://en.wikipedia.org/wiki?curid=10890961,"analysing the emergence of terrorism , the opening press conference shaykh-ul-islam dr. muhammad tahir-ul-qadri said that cancer of terrorism does not emerge from nowhere but it begins as an ‘ ideological infection ’ which is a narrow interpretation and vision of islam .",Muhammad Tahir-ul-Qadri,P,p,,,,p
socialism,socialism,socialism,https://en.wikipedia.org/wiki?curid=3705859,"anna kulischov was an exile from russia who had become the companion of andrea costa , an anarchist leader – when anna kulischov converted to socialism , costa followed , sending an important letter to turati anarchist comrades in which turati abandoned the movement .",Andrea Costa,P,p,,,,p
anarchism,anarchism,anarchist,https://en.wikipedia.org/wiki?curid=33998073,"the following year , the jewish anarchist sholom schwartzbard became a member of the association of friends of the soviet union .",Sholom Schwartzbard,P,p,,,,p
nationalism,nationalism,hamas,https://en.wikipedia.org/wiki?curid=14068131,"the al-aqsa martyrs brigades , an armed faction loyal to the fatah-controlled pna , undermined palestinian president mahmoud abbas by lobbing rockets into southern israel in concert with rivals hamas and the islamic jihad .",Mahmoud Abbas,P,c,,,,c
lgbt,lgbt,gay,https://en.wikipedia.org/wiki?curid=41358634,"let 1972 gay rights pioneer barbara gittings tell you , the aisles were mobbed , but no one came into the booth to get a free hug .",Barbara Gittings,P,p,,,,p
socialism,marxism,marxist,https://en.wikipedia.org/wiki?curid=31771913,"perhaps the most famous use of bloch 's terminology to date is that made by the marxist cultural critic fredric jameson when describing the economic basis of modernism in postmodernism , or the cultural logic of late capitalism ( 1991 ) : modernism must thus be seen as uniquely corresponding to an uneven moment of social development , or to what ernst bloch called the simultaneity of the nonsimultaneous , the synchronicity of the nonsynchronous ( gleichzeitigkeit des ungleichzeitigen ) : the coexistence of realities from radically different moments of history — handicrafts alongside the great cartels , peasant fields with the krupp factories or the ford plant in the distance .",Ernst Bloch,P,others,,,,others
anarchism,anarchism,anarchist,https://en.wikipedia.org/wiki?curid=1249918,"the freedom of other men , far from negating or limiting collectivist anarchist mikhail bakunin freedom , is , on the contrary , its necessary premise and confirmation .",Mikhail Bakunin,P,p,,,,p
judaism,judaism,rabbis,https://en.wikipedia.org/wiki?curid=171576,"rabbi schneersohn s began gathering and sending out a small number of rabbi schneersohn s newly trained rabbis to other cities - a trend later emulated and amplified by rabbi schneersohn s son-in-law and successor , rabbi menachem mendel schneerson .",Menachem Mendel Schneerson,P,p,,,,p
islam,islam,islam,https://en.wikipedia.org/wiki?curid=45103269,"iyad was among the few members of the quraysh to have embraced islam prior to the truce at hudaybiyya between the islamic prophet muhammad and the largely pagan quraysh in 628 , and was present alongside the islamic prophet muhammad during the peace negotiations .",Muhammad,P,p,,,,p
